"","from_id","from_name","message","created_time","likes_count","id"
"1","100001243102562","Eliana Beatriz Moreno","Falta é empresário que pague ao profissional qualificado e experiente um salário justo. Pagando salário de iniciante, vai ter o profissional do mesmo valor.","2014-09-14T18:31:02+0000",28,"10152698268223953_10152698362803953"
"2","1207613086","Rodrigo Rajão","O mundo está carente de profissionais que trabalham muito e ganham pouco sem reclamar.","2014-09-14T18:22:18+0000",25,"10152698268223953_10152698345848953"
"5","100005284984059","Shishiwakamaru Maru","Não sei se chega a ser a falta de profissionais mas sim a falta de valorização desses profissionais.","2014-09-14T18:25:37+0000",10,"10152698268223953_10152698353168953"
"3","100000718311860","Dê Maleski","Ahhh...cansada do mercado dizer que faltam profissionais... a verdade é uma só: o mercado não paga os bons profissionais!!! #prontofalei","2014-09-14T20:01:41+0000",5,"10152698268223953_10152698536858953"
"4","100001652720071","Luis Fernando Rada","Exatamente, vc estuda e nao e valorizado,agora vira um bandido pra ver!","2014-09-14T18:27:36+0000",4,"10152698268223953_10152698356043953"
"6","100002032444016","Wellington Fernandes","Leandro Cesar Fernandes Flavio Izidoro Jullyane Ferreira Negra Dan Carine Guimarães","2014-09-14T20:29:18+0000",2,"10152698268223953_10152698588438953"
"7","100000017865067","Bruno De Oliveira","Se isso fosse verdade  estaríamos ricos né  Alan Macedo, Rhanderson Gomes,  Hudson Rodrigues?","2014-09-14T19:44:42+0000",2,"10152698268223953_10152698508753953"
"8","100002853481483","Gabriele Sousa","Olha Farone Nogueira Bruna Carvalho Diozuito Ferreira","2014-09-14T19:33:34+0000",2,"10152698268223953_10152698484768953"
"9","100001814730583","Lucas Maia","Comunicação quede Thalita Berdeville???","2014-09-14T19:32:58+0000",2,"10152698268223953_10152698483748953"
"10","100001796226883","Daniel Glória","A dicotomia entre a capacitação e o valor da mão de obra sempre será o ponto focal, entretanto, a capacitação necessita de recursos financeiros e incentivos do governo. Sem isto, nunca haverá demanda para atender a ofertada do mercado!!","2014-09-14T18:55:08+0000",2,"10152698268223953_10152698405868953"
"11","100002920054592","Ivson Muniz","Do que adianta ser um profissional super qualificado e continuar ganhando pouco e trabalhando muito?","2014-09-14T18:50:39+0000",2,"10152698268223953_10152698397088953"
"12","100005219556004","Gra Scarcella","Daniélle Biondi Fran Catarinna Rose Cristiane  Meninas, faltam engenheiros em todos os países!!","2014-09-14T18:42:08+0000",2,"10152698268223953_10152698384458953"
"13","100001329175362","Pedro Madureira","Sera que no Brasil falta esses profissionais mesmo ? Os EUA com aquela potência toda tem falta de professores e o Brasil não ?","2014-09-14T18:29:36+0000",2,"10152698268223953_10152698360518953"
"14","100002275472405","Leandro Vianna","Porque vocês acreditam wue faltam engenheiros? Pessoas,  perguntem a engenheiros se tem trabalho no Brasil e eles irão te responder.","2014-09-15T00:29:02+0000",1,"10152698268223953_10152698971188953"
"15","100007901229074","Claudenir Iba","Na verdade falta é empresário. Competente, prefere dar o cargo de um funcionário competente que tem um salário razoavel, para por um filbo incompetente, e acabam perdendo client e,","2014-09-14T23:44:53+0000",1,"10152698268223953_10152698915993953"
"16","100003662636729","Danilo Marques","Cade essas vagas de engenheiros que não estou achando????","2014-09-14T22:56:38+0000",1,"10152698268223953_10152698843553953"
"17","687079556","Karla Pol","Flavio Pol","2014-09-14T22:18:51+0000",1,"10152698268223953_10152698771388953"
"18","100000269394071","Bruno Rodrigues","Bruno Carvalho, Diego Gonçalves","2014-09-14T21:57:44+0000",1,"10152698268223953_10152698741433953"
"19","100000269394071","Bruno Rodrigues","Raphael Rodrigues","2014-09-14T21:57:20+0000",1,"10152698268223953_10152698740383953"
"20","100000337854694","Edimila Ramos","Vitor Cataldo e Lucas Forain","2014-09-14T21:40:03+0000",1,"10152698268223953_10152698703758953"
"21","100003755455465","Douglas Marques Pires","Andre Morgado de Castro, Rafael Facchioli, Renato Pacini, Tiago Ribeiro, Andre Malfa Neves.","2014-09-14T20:31:51+0000",1,"10152698268223953_10152698592998953"
"22","100000248416861","Carlos Arantes","João Flávio Boniaris","2014-09-14T20:20:50+0000",1,"10152698268223953_10152698574983953"
"23","100000519962410","Joao Silveira","Mais buscados???? Que português tão pobre.","2014-09-14T19:53:26+0000",1,"10152698268223953_10152698524263953"
"24","100003148444166","Juliana Dorigo","Natalia Rodeguero Luiza Caixe","2014-09-14T19:18:55+0000",1,"10152698268223953_10152698445993953"
"25","1137200646","Gustavo Venceslau","Olha isso Leo Borges","2014-09-14T19:11:42+0000",1,"10152698268223953_10152698431828953"
"26","1238667561","Heloisa Faria","Tá em alta Rodrigo !!!","2014-09-14T19:06:54+0000",1,"10152698268223953_10152698424783953"
"27","720556203","Maira Grimaldi","Pedro Fonsêca veja ai!","2014-09-14T19:05:07+0000",1,"10152698268223953_10152698422343953"
"28","100002372933690","Gustavo Carvalho","Parece q todo mundo tá com médicos sobrando..","2014-09-14T18:46:18+0000",1,"10152698268223953_10152698390738953"
"29","100000153700778","Matthaeus Carvalho","Só pagar melhor que resolve","2014-09-14T18:45:00+0000",1,"10152698268223953_10152698388643953"
"30","1441736761","Larisa Janusic","Léo Ribeiro","2014-09-14T18:25:48+0000",1,"10152698268223953_10152698353423953"
"78","100002452803531","Tiago Almeida","Aquele momento em que você ta na casa de um amigo e ele ta recebendo um sermao dos pais, e você fica la, quietinho, brincando com o cachorro","2014-09-14T18:42:05+0000",1,"10152698268223953_10152698384408953"
"79","1207613086","Rodrigo Rajão","Concordo que a culpa é do governo. Se não houvesse impostos escorchantes, o funcionário ganharia mais e a empresa pagaria menos que hoje.","2014-09-14T18:40:14+0000",1,"10152698268223953_10152698381763953"
"31","100002327459043","Bruna O. Rosa Zavitoski","André Leão Zavitoski","2014-09-15T01:28:12+0000",0,"10152698268223953_10152699051833953"
"32","625952875","Francine Bretones","Bruno Montanheiro","2014-09-15T00:16:05+0000",0,"10152698268223953_10152698953418953"
